Date,johor_ladang_lim_lim,johor_sg_tiram_di_kg_bukit_dagang,johor_sg_tiram_di_klinik_kesihatan_ulu_tiram,johor_layang_layang,johor_bukit_besar,johor_kg_semanggar,johor_ladang_nam_heng,johor_ladang_pekan,johor_lepau,johor_pasak,johor_sg_johor_di_kota_tinggi,johor_sg_kepala_orang_di_kg_sri_jaya,johor_sg_linggiu_di_linggiu,johor_sg_sembilang_di_kg_sg_sembilang,johor_ulu_sebol,johor_ladang_sedenak,johor_sg_siam_di_kg_sg_siam,johor_sg_siku_di_kg_murni_jaya
2017-11-05,,,1.0,1.0,6.0,,15.0,,4.0,,16.0,,32.0,,0.0,,,
2017-11-06,,,12.0,1.0,21.0,,16.0,,22.0,,27.0,,4.0,,0.0,,,
2017-11-07,,,72.0,0.0,7.0,,14.0,,29.0,,2.0,,20.0,,0.0,,,
2017-11-08,,,1.0,25.0,17.0,,14.0,,29.0,,1.0,,44.0,,0.0,,,
2017-11-09,,,41.0,59.0,1.0,,10.0,,48.0,,3.0,,44.0,,0.0,,,
2017-11-10,,,38.0,9.0,83.0,,41.0,,48.0,,29.0,,16.0,,0.0,,,
2017-11-11,,,16.0,5.0,3.0,,41.0,,21.0,,3.0,,16.0,,0.0,,,
2017-11-12,,,1.0,0.0,2.0,,4.0,,6.0,,0.0,,8.0,,0.0,,,
2017-11-13,,,1.0,0.0,0.0,,4.0,,22.0,,0.0,,66.0,,0.0,,,
2017-11-14,,,37.0,44.0,48.0,,70.0,,29.0,,36.0,,14.0,,0.0,,,
2017-11-15,,,1.0,14.0,49.0,,70.0,,29.0,,72.0,,14.0,,0.0,,,14.0
2017-11-16,,,0.0,0.0,0.0,,34.0,,0.0,,0.0,,4.0,,0.0,,,0.0
2017-11-17,,,1.0,6.0,1.0,,8.0,,12.0,,1.0,,3.0,,0.0,,,0.0
2017-11-18,,,0.0,0.0,15.0,,8.0,,12.0,,3.0,,3.0,,0.0,,,0.0
2017-11-19,,,0.0,0.0,0.0,,0.0,,2.0,,0.0,,0.0,,0.0,,,0.0
2017-11-20,,,0.0,0.0,49.0,,0.0,,10.0,,19.0,,16.0,,0.0,,,4.0
2017-11-21,,,2.0,3.0,11.0,,3.0,,10.0,,1.0,,57.0,,0.0,,,26.0
2017-11-22,,,2.0,1.0,0.0,,3.0,,0.0,,0.0,,57.0,,0.0,,,3.0
2017-11-23,,,21.0,1.0,5.0,,8.0,,5.0,,5.0,,7.0,,0.0,,,2.0
2017-11-24,,,5.0,6.0,2.0,,8.0,,5.0,,12.0,,8.0,,0.0,,,0.0
2017-11-25,,,0.0,3.0,0.0,,2.0,,0.0,,0.0,,4.0,,0.0,,,1.0
2017-11-26,,,22.0,7.0,48.0,,6.0,,2.0,,6.0,,7.0,,0.0,,,20.0
2017-11-27,,,3.0,1.0,6.0,,6.0,,10.0,,9.0,,8.0,,0.0,,,3.0
2017-11-28,,,0.0,1.0,12.0,,6.0,,26.0,,5.0,,28.0,,0.0,,,3.0
2017-11-29,,,3.0,0.0,0.0,,3.0,,26.0,,0.0,,0.0,,0.0,,,0.0
2017-11-30,,,14.0,0.0,0.0,,3.0,,6.0,,0.0,,10.0,,0.0,,,0.0
2017-12-01,,,1.0,,0.0,,2.0,,1.0,,0.0,,10.0,,,,,2.0
2017-12-02,,,0.0,0.0,0.0,,1.0,,0.0,,0.0,,0.0,,0.0,,,0.0
2017-12-03,,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0
2017-12-04,,,21.0,0.0,2.0,,4.0,,1.0,,5.0,,1.0,,0.0,,,0.0
2017-12-05,,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0
2017-12-06,,,1.0,0.0,0.0,,0.0,,0.0,,2.0,,0.0,,0.0,,,0.0
2017-12-07,,,20.0,10.0,15.0,,2.0,,20.0,,13.0,,8.0,,0.0,,,0.0
2017-12-08,,,1.0,0.0,0.0,,2.0,,20.0,,0.0,,8.0,,0.0,,,0.0
2017-12-09,,,1.0,0.0,1.0,,2.0,,2.0,,2.0,,0.0,,0.0,,,0.0
2017-12-10,,,1.0,0.0,0.0,,2.0,,0.0,,0.0,,0.0,,0.0,,,0.0
2017-12-11,,,7.0,2.0,9.0,,,,,,0.0,,,,0.0,,,0.0
2017-12-12,,,20.0,13.0,11.0,,8.0,,24.0,,8.0,,2.0,,0.0,,,73.0
2017-12-13,,,23.0,13.0,14.0,,0.0,,24.0,,32.0,,29.0,,14.0,,,12.0
2017-12-14,,,1.0,0.0,0.0,,0.0,,24.0,,5.0,,29.0,,0.0,,,16.0
2017-12-15,,,42.0,0.0,22.0,,0.0,,15.0,,0.0,,0.0,,3.0,,,1.0
2017-12-16,,,9.0,0.0,17.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0
2017-12-17,,,0.0,1.0,1.0,,0.0,,0.0,,3.0,,2.0,,0.0,,,2.0
2017-12-18,,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,2.0,,1.0,,,1.0
2017-12-19,,,1.0,0.0,0.0,,4.0,,2.0,,0.0,,1.0,,1.0,,,2.0
2017-12-20,,,0.0,0.0,0.0,,4.0,,2.0,,0.0,,0.0,,0.0,,,0.0
2017-12-21,,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0
2017-12-22,,,40.0,9.0,25.0,,29.0,,22.0,,31.0,,0.0,,0.0,,,12.0
2017-12-23,,,8.0,1.0,4.0,,30.0,,23.0,,5.0,,1.0,,1.0,,,4.0
2017-12-24,,,1.0,0.0,0.0,,5.0,,6.0,,1.0,,1.0,,0.0,,,0.0
2017-12-25,,,7.0,9.0,0.0,,22.0,,16.0,,19.0,,20.0,,26.0,,,2.0
2017-12-26,,,8.0,20.0,27.0,,22.0,,16.0,,18.0,,50.0,,33.0,,,22.0
2017-12-27,,,4.0,3.0,13.0,,14.0,,42.0,,6.0,,50.0,,13.0,,,4.0
2017-12-28,,,0.0,0.0,14.0,,39.0,,42.0,,16.0,,13.0,,0.0,,,0.0
2017-12-29,,,2.0,2.0,2.0,,39.0,,8.0,,0.0,,13.0,,2.0,,,10.0
2017-12-30,,,1.0,3.0,1.0,,12.0,,7.0,,11.0,,10.0,,7.0,,,10.0
2017-12-31,,,36.0,31.0,54.0,,98.0,,84.0,,105.0,,50.0,,19.0,,,12.0
2018-01-01,,,32.0,2.0,15.0,,106.0,,84.0,,41.0,,50.0,,6.0,,,7.0
2018-01-02,,,4.0,23.0,2.0,,52.0,,50.0,,20.0,,3.0,,1.0,,,16.0
2018-01-03,,,0.0,0.0,0.0,,15.0,,2.0,,0.0,,18.0,,0.0,,,3.0
2018-01-04,,,0.0,0.0,0.0,,0.0,,1.0,,0.0,,0.0,,0.0,,,1.0
2018-01-05,,,8.0,1.0,4.0,,21.0,,0.0,,23.0,,,,2.0,,,18.0
2018-01-06,,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,1.0
2018-01-07,,,9.0,4.0,2.0,,51.0,,0.0,,21.0,,2.0,,1.0,,,1.0
2018-01-08,,,21.0,0.0,0.0,,51.0,,0.0,,2.0,,2.0,,0.0,,,0.0
2018-01-09,,,0.0,11.0,0.0,,2.0,,0.0,,0.0,,4.0,,10.0,,,4.0
2018-01-10,,,34.0,18.0,23.0,,,,,,37.0,,,,26.0,,,26.0
2018-01-11,,,23.0,27.0,36.0,,,,,,34.0,,,,33.0,,,30.0
2018-01-12,,,22.0,21.0,26.0,,,,,,31.0,,,,34.0,,,27.0
2018-01-13,,,20.0,10.0,19.0,,36.0,,26.0,,38.0,,26.0,,15.0,,,11.0
2018-01-14,,,10.0,5.0,11.0,,36.0,,26.0,,19.0,,26.0,,8.0,,,10.0
2018-01-15,,,1.0,3.0,0.0,,2.0,,2.0,,4.0,,0.0,,0.0,,,1.0
2018-01-16,,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0
2018-01-17,,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0
2018-01-18,,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0
2018-01-19,,,0.0,0.0,14.0,,6.0,,4.0,,,,0.0,,0.0,,,0.0
2018-01-20,,,46.0,23.0,8.0,,24.0,,4.0,,,,4.0,,27.0,,,66.0
2018-01-21,,,0.0,4.0,1.0,,24.0,,1.0,,,,4.0,,0.0,,,0.0
2018-01-22,,,0.0,0.0,3.0,,0.0,,0.0,,,,0.0,,10.0,,,0.0
2018-01-23,,,0.0,0.0,1.0,,0.0,,2.0,,0.0,,0.0,,0.0,,,0.0
2018-01-24,,,5.0,3.0,19.0,,23.0,,2.0,,68.0,,14.0,,16.0,,,5.0
2018-01-25,,,1.0,0.0,0.0,,23.0,,0.0,,0.0,,14.0,,0.0,,,23.0
2018-01-26,,,22.0,2.0,4.0,,3.0,,30.0,,15.0,,4.0,,26.0,,,12.0
2018-01-27,,,0.0,0.0,0.0,,3.0,,30.0,,0.0,,4.0,,0.0,,,0.0
2018-01-28,,,6.0,19.0,4.0,,18.0,,0.0,,29.0,,12.0,,17.0,,,6.0
2018-01-29,,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0
2018-01-30,,,0.0,0.0,0.0,,0.0,,20.0,,0.0,,0.0,,0.0,,,0.0
2018-01-31,,,0.0,0.0,0.0,,0.0,,20.0,,0.0,,0.0,,0.0,,,0.0
2018-02-01,,,5.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0
2018-02-02,,,12.0,8.0,11.0,,22.0,,24.0,,21.0,,18.0,,18.0,,,9.0
2018-02-03,,,0.0,2.0,0.0,,22.0,,24.0,,0.0,,18.0,,0.0,,,0.0
2018-02-04,,,1.0,3.0,0.0,,2.0,,0.0,,5.0,,6.0,,8.0,,,3.0
2018-02-05,,,0.0,0.0,0.0,,2.0,,0.0,,0.0,,2.0,,0.0,,,0.0
2018-02-06,,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0
2018-02-07,,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0
2018-02-08,,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0
2018-02-09,,,0.0,0.0,0.0,,,,,,0.0,,,,0.0,,,0.0
2018-02-10,,,0.0,0.0,0.0,,,,,,0.0,,,,0.0,,,0.0
2018-02-11,,,0.0,0.0,0.0,,,,,,0.0,,,,0.0,,,0.0
2018-02-12,,,0.0,0.0,0.0,,,,,,0.0,,,,0.0,,,0.0
2018-02-13,,,0.0,0.0,0.0,,,,,,0.0,,,,0.0,,,0.0
2018-02-14,,,2.0,0.0,0.0,,,,,,0.0,,,,0.0,,,0.0
2018-02-15,,,0.0,0.0,0.0,,,,,,0.0,,,,0.0,,,0.0
2018-02-16,,,0.0,0.0,2.0,,,,,,0.0,,,,0.0,,,0.0
2018-02-17,,,0.0,0.0,0.0,,,,,,0.0,,,,0.0,,,2.0
2018-02-18,,,0.0,0.0,0.0,,,,,,0.0,,,,0.0,,,0.0
2018-02-19,,,0.0,3.0,0.0,,,,,,0.0,,,,0.0,,,0.0
2018-02-20,,,0.0,0.0,0.0,,,,,,0.0,,,,0.0,,,0.0
2018-02-21,,,0.0,0.0,0.0,,,,,,0.0,,,,0.0,,,0.0
2018-02-22,,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0
2018-02-23,,,1.0,17.0,0.0,,0.0,,0.0,,0.0,,40.0,,2.0,,,1.0
2018-02-24,,,13.0,12.0,13.0,,0.0,,0.0,,16.0,,40.0,,15.0,,,11.0
2018-02-25,,,1.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,,,1.0
2018-02-26,,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0
2018-02-27,,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0
2018-02-28,,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0
2018-03-01,,,1.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0
2018-03-02,,,17.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0
2018-03-03,,,1.0,5.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,16.0
2018-03-04,,,0.0,0.0,0.0,,0.0,,8.0,,0.0,,0.0,,0.0,,,21.0
2018-03-05,,,0.0,12.0,0.0,,0.0,,8.0,,0.0,,0.0,,0.0,,,1.0
2018-03-06,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,
2018-03-07,,,0.0,4.0,32.0,,22.0,,14.0,,74.0,,66.0,,18.0,,,13.0
2018-03-08,,,0.0,0.0,0.0,,,,,,1.0,,,,0.0,,,1.0
2018-03-09,,,0.0,0.0,0.0,,0.0,,2.0,,0.0,,0.0,,0.0,,,0.0
2018-03-10,,,0.0,1.0,20.0,,22.0,,4.0,,5.0,,9.0,,10.0,,,3.0
2018-03-11,,,0.0,2.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,3.0
2018-03-12,,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0
2018-03-13,,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0
2018-03-14,,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0
2018-03-15,,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0
2018-03-16,,,0.0,22.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0
2018-03-17,,,,0.0,0.0,,,,,,0.0,,,,4.0,,,
2018-03-18,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,
2018-03-19,,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0
2018-03-20,,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0
2018-03-21,,,,,,,,,,,,,,,,,,
2018-03-22,,,,,,,,,,,,,,,,,,
2018-03-23,,,,,,,,,,,,,,,,,,
2018-03-24,,,,,,,,,,,,,,,,,,
2018-03-25,,,,,,,,,,,,,,,,,,
2018-03-26,,,,,,,,,,,,,,,,,,
2018-03-27,,,0.0,,,,56.0,,51.0,,,,52.0,,,,,97.0
2018-03-28,,,0.0,,,,2.0,,13.0,,,,0.0,,,,,2.0
2018-03-29,,,0.0,0.0,2.0,,8.0,,2.0,,11.0,,24.0,,1.0,,,1.0
2018-03-30,,,0.0,19.0,1.0,,8.0,,2.0,,5.0,,24.0,,1.0,,,28.0
2018-03-31,,,0.0,1.0,12.0,,32.0,,11.0,,0.0,,4.0,,29.0,,,0.0
2018-04-01,,,0.0,0.0,0.0,,32.0,,11.0,,3.0,,0.0,,4.0,,,3.0
2018-04-02,,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0
2018-04-03,,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0
2018-04-04,,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0
2018-04-05,,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,2.0
2018-04-06,,,0.0,0.0,0.0,,0.0,,2.0,,0.0,,17.0,,0.0,,,0.0
2018-04-07,,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0
2018-04-08,,,0.0,1.0,0.0,,0.0,,0.0,,0.0,,4.0,,0.0,,,0.0
2018-04-09,,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,2.0,,0.0,,,0.0
2018-04-10,,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0
2018-04-11,,,0.0,3.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0
2018-04-12,,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0
2018-04-13,,,0.0,0.0,6.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,8.0
2018-04-14,,,0.0,6.0,12.0,,4.0,,0.0,,7.0,,44.0,,29.0,,,16.0
2018-04-15,,,0.0,4.0,3.0,,,,,,89.0,,,,3.0,,,3.0
2018-04-16,,,0.0,8.0,8.0,,0.0,,26.0,,3.0,,2.0,,19.0,,,17.0
2018-04-17,,,0.0,19.0,0.0,,0.0,,0.0,,0.0,,2.0,,0.0,,,1.0
2018-04-18,,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0
2018-04-19,,,0.0,2.0,2.0,,,,,,0.0,,,,0.0,,,8.0
2018-04-20,,,0.0,38.0,41.0,,,,,,0.0,,,,51.0,,,54.0
2018-04-21,,,0.0,17.0,0.0,,,,,,24.0,,,,6.0,,,11.0
2018-04-22,,,0.0,15.0,3.0,,,,,,0.0,,,,54.0,,,1.0
2018-04-23,,,0.0,5.0,1.0,,,,,,8.0,,,,31.0,,,37.0
2018-04-24,,,0.0,2.0,0.0,,,,,,0.0,,,,0.0,,,5.0
2018-04-25,,,0.0,0.0,0.0,,,,,,0.0,,,,0.0,,,0.0
2018-04-26,,,0.0,2.0,0.0,,,,,,18.0,,,,0.0,,,0.0
2018-04-27,,,0.0,9.0,13.0,,,,,,24.0,,,,57.0,,,5.0
2018-04-28,,,0.0,0.0,0.0,,,,,,16.0,,,,2.0,,,8.0
2018-04-29,,,0.0,0.0,0.0,,,,,,6.0,,,,1.0,,,9.0
2018-04-30,,,0.0,10.0,6.0,,,,,,0.0,,,,5.0,,,6.0
2018-05-01,,,0.0,11.0,22.0,,,,,,24.0,,,,36.0,,,19.0
2018-05-02,,,0.0,0.0,29.0,,,,,,30.0,,,,2.0,,,1.0
2018-05-03,,,0.0,0.0,1.0,,,,,,17.0,,,,0.0,,,16.0
2018-05-04,,,0.0,0.0,1.0,,,,,,4.0,,,,0.0,,,0.0
2018-05-05,,,0.0,2.0,17.0,,,,,,4.0,,,,9.0,,,55.0
2018-05-06,,,0.0,1.0,22.0,,,,,,2.0,,,,4.0,,,5.0
2018-05-07,,,0.0,2.0,1.0,,,,,,1.0,,,,5.0,,,1.0
2018-05-08,,,0.0,0.0,0.0,,,,,,0.0,,,,0.0,,,0.0
2018-05-09,,,0.0,0.0,0.0,,,,,,0.0,,,,0.0,,,0.0
2018-05-10,,,0.0,16.0,19.0,,,,,,0.0,,,,11.0,,,17.0
2018-05-11,,,0.0,24.0,2.0,,,,,,0.0,,,,0.0,,,8.0
2018-05-12,,,0.0,1.0,0.0,,,,,,34.0,,,,0.0,,,4.0
2018-05-13,,,0.0,0.0,0.0,,,,,,15.0,,,,0.0,,,0.0
2018-05-14,,,0.0,2.0,72.0,,,,,,15.0,,,,25.0,,,2.0
2018-05-15,,,0.0,19.0,1.0,,,,,,4.0,,,,8.0,,,11.0
2018-05-16,,,0.0,35.0,12.0,,,,,,11.0,,,,18.0,,,67.0
2018-05-17,,,0.0,17.0,7.0,,,,,,7.0,,,,0.0,,,7.0
2018-05-18,,,0.0,4.0,54.0,,,,,,11.0,,,,4.0,,,7.0
2018-05-19,,,0.0,12.0,15.0,,,,,,4.0,,,,2.0,,,10.0
2018-05-20,,,0.0,0.0,0.0,,,,,,3.0,,,,0.0,,,0.0
2018-05-21,,,0.0,0.0,0.0,,,,,,3.0,,,,0.0,,,0.0
2018-05-22,,,0.0,4.0,95.0,,,,,,3.0,,,,33.0,,,8.0
2018-05-23,,,12.0,9.0,15.0,,,,,,1.0,,,,5.0,,,16.0
2018-05-24,,,1.0,0.0,0.0,,,,,,1.0,,0.0,,0.0,,,1.0
2018-05-25,,,0.0,0.0,0.0,,0.0,,0.0,,1.0,,0.0,,0.0,,,0.0
2018-05-26,,,2.0,4.0,5.0,,1.0,,2.0,,0.0,,4.0,,11.0,,,12.0
2018-05-27,,,2.0,3.0,1.0,,5.0,,11.0,,0.0,,22.0,,15.0,,,1.0
2018-05-28,,,2.0,0.0,3.0,,5.0,,12.0,,1.0,,22.0,,1.0,,,1.0
2018-05-29,,,0.0,17.0,1.0,,0.0,,6.0,,0.0,,5.0,,8.0,,,0.0
2018-05-30,,,6.0,5.0,25.0,,0.0,,2.0,,0.0,,13.0,,6.0,,,7.0
2018-05-31,,,0.0,11.0,0.0,,2.0,,8.0,,0.0,,26.0,,6.0,,,9.0
2018-06-01,,,1.0,6.0,2.0,,2.0,,26.0,,0.0,,9.0,,7.0,,,8.0
2018-06-02,,,4.0,9.0,0.0,,3.0,,10.0,,1.0,,2.0,,0.0,,,11.0
2018-06-03,,,0.0,2.0,0.0,,32.0,,0.0,,0.0,,8.0,,1.0,,,1.0
2018-06-04,,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0
2018-06-05,,,0.0,0.0,0.0,,0.0,,0.0,,1.0,,0.0,,0.0,,,0.0
2018-06-06,,,0.0,0.0,2.0,,0.0,,0.0,,0.0,,0.0,,13.0,,,0.0
2018-06-07,,,1.0,0.0,0.0,,0.0,,0.0,,1.0,,0.0,,8.0,,,8.0
2018-06-08,,,7.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,2.0,,,0.0
2018-06-09,,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,,0.0,,,0.0
2018-06-10,,,0.0,0.0,0.0,,0.0,,1.0,,0.0,,0.0,,0.0,,,0.0
2018-06-11,,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0
2018-06-12,,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0
2018-06-13,,,2.0,28.0,10.0,,,,,,1.0,,0.0,,0.0,,,10.0
2018-06-14,,,17.0,0.0,0.0,,0.0,,14.0,,0.0,,0.0,,0.0,,,0.0
2018-06-15,,,2.0,5.0,6.0,,6.0,,0.0,,0.0,,0.0,,19.0,,,13.0
2018-06-16,,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,,4.0,,,0.0
2018-06-17,,,5.0,0.0,0.0,,,,,,0.0,,,,31.0,,,0.0
2018-06-18,,,35.0,1.0,0.0,,,,,,0.0,,,,2.0,,,0.0
2018-06-19,,,2.0,2.0,0.0,,,,,,0.0,,,,3.0,,,3.0
2018-06-20,,,2.0,11.0,43.0,,,,,,0.0,,,,91.0,,,24.0
2018-06-21,,,66.0,2.0,3.0,,,,,,0.0,,,,3.0,,,15.0
2018-06-22,,,23.0,1.0,0.0,,,,,,0.0,,,,0.0,,,0.0
2018-06-23,,,18.0,25.0,48.0,,,,,,0.0,,,,34.0,,,26.0
2018-06-24,,,0.0,0.0,0.0,,,,,,0.0,,,,0.0,,,1.0
2018-06-25,,,1.0,0.0,0.0,,,,,,0.0,,,,0.0,,,
2018-06-26,,,2.0,2.0,0.0,,2.0,,1.0,,0.0,,0.0,,0.0,,,
2018-06-27,,,15.0,0.0,10.0,,,,,,0.0,,0.0,,3.0,,,7.0
2018-06-28,,,1.0,2.0,1.0,,,,,,0.0,,,,4.0,,,
2018-06-29,,,1.0,10.0,0.0,,,,,,0.0,,,,0.0,,,10.0
2018-06-30,,,0.0,0.0,0.0,,,,,,0.0,,,,0.0,,,0.0
2018-07-01,,,3.0,0.0,16.0,,4.0,,1.0,,0.0,,0.0,,0.0,,,2.0
2018-07-02,,,0.0,0.0,0.0,,0.0,,2.0,,0.0,,0.0,,0.0,,,0.0
2018-07-03,,,2.0,0.0,0.0,,2.0,,2.0,,0.0,,0.0,,0.0,,,0.0
2018-07-04,,,1.0,0.0,0.0,,2.0,,2.0,,0.0,,0.0,,9.0,,,1.0
2018-07-05,,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0
2018-07-06,,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0
2018-07-07,,,31.0,12.0,0.0,,12.0,,0.0,,15.0,,0.0,,0.0,,,0.0
2018-07-08,,,0.0,0.0,0.0,,0.0,,18.0,,0.0,,0.0,,0.0,,,1.0
2018-07-09,,,1.0,0.0,0.0,,2.0,,5.0,,3.0,,0.0,,0.0,,,0.0
2018-07-10,,,8.0,1.0,0.0,,0.0,,6.0,,0.0,,0.0,,0.0,,,1.0
2018-07-11,,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0
2018-07-12,,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0
2018-07-13,,,0.0,0.0,0.0,,0.0,,2.0,,0.0,,0.0,,0.0,,,0.0
2018-07-14,,,1.0,5.0,1.0,,3.0,,0.0,,4.0,,0.0,,15.0,,,
2018-07-15,,,5.0,7.0,1.0,,2.0,,32.0,,8.0,,0.0,,3.0,,,11.0
2018-07-16,,,0.0,0.0,1.0,,2.0,,32.0,,0.0,,0.0,,0.0,,,0.0
2018-07-17,,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0
2018-07-18,,,2.0,5.0,0.0,,0.0,,0.0,,0.0,,0.0,,13.0,,,1.0
2018-07-19,,,4.0,14.0,1.0,,8.0,,6.0,,26.0,,0.0,,3.0,,,9.0
2018-07-20,,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0
2018-07-21,,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0
2018-07-22,,,0.0,6.0,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,,,10.0
2018-07-23,,,17.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,3.0,,,0.0
2018-07-24,,,1.0,0.0,41.0,,0.0,,0.0,,0.0,,0.0,,42.0,,,0.0
2018-07-25,,,0.0,31.0,0.0,,0.0,,0.0,,3.0,,0.0,,2.0,,,0.0
2018-07-26,,,0.0,0.0,46.0,,0.0,,0.0,,0.0,,0.0,,2.0,,,0.0
2018-07-27,,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0
2018-07-28,,,0.0,,,,0.0,,0.0,,,,0.0,,,,,0.0
2018-07-29,,,9.0,1.0,,,14.0,,0.0,,9.0,,0.0,,14.0,,,5.0
2018-07-30,,,1.0,2.0,46.0,,,,,,0.0,,,,4.0,,,5.0
2018-07-31,,,0.0,2.0,46.0,,,,,,0.0,,,,0.0,,,0.0
2018-08-01,,,1.0,0.0,46.0,,,,,,0.0,,,,0.0,,,0.0
2018-08-02,,,0.0,0.0,46.0,,,,,,0.0,,,,0.0,,,0.0
2018-08-03,,,0.0,0.0,46.0,,,,,,0.0,,,,3.0,,,0.0
2018-08-04,,,31.0,1.0,49.0,,,,,,10.0,,,,0.0,,,11.0
2018-08-05,,,1.0,0.0,49.0,,,,,,8.0,,,,0.0,,,0.0
2018-08-06,,,,0.0,59.0,,,,,,5.0,,,,0.0,,,
2018-08-07,,,15.0,6.0,0.0,,4.0,,0.0,,1.0,,0.0,,6.0,,,0.0
2018-08-08,,,8.0,2.0,0.0,,1.0,,17.0,,6.0,,8.0,,0.0,,,7.0
2018-08-09,,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0
2018-08-10,,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0
2018-08-11,,,0.0,0.0,,,0.0,,,,0.0,,0.0,,0.0,,,0.0
2018-08-12,,,0.0,0.0,,,0.0,,,,0.0,,0.0,,0.0,,,0.0
2018-08-13,,,0.0,0.0,,,0.0,,,,0.0,,0.0,,0.0,,,0.0
2018-08-14,,,0.0,0.0,,,6.0,,,,0.0,,0.0,,0.0,,,0.0
