Date,kedah_sek_keb_felda_bukit_tangga,kedah_sg_badak_di_akademi_binaan_malaysia_abm,kedah_sg_padang_terap_di_kepala_batas,kedah_sg_sintok_di_uum_sintok,kedah_sg_temin_di_kg_jeragan,kedah_felcra_sebapin,kedah_sek_keb_lamdin,kedah_sg_durian_burung_di_durian_burung,kedah_sg_padang_sanai_di_padang_sanai,kedah_sg_sari_di_kilang_gula_padang_terap,kedah_sek_keb_kampung_bukit
2020-09-29,,,,,,,,,,,
2020-09-30,,,,,,,,,,,
2020-10-01,,,0.0,8.5,,,,,0.0,,
2020-10-02,,,4.5,2.5,,,,,0.0,,
2020-10-03,,,14.5,0.5,,,,,0.0,,
2020-10-04,,,2.0,0.0,,,,,0.0,,
2020-10-05,,,0.0,0.5,,,,,0.0,,
2020-10-06,,,2.0,15.0,,,,,0.0,,
2020-10-07,,,9.5,34.5,,,,,0.0,,
2020-10-08,,,31.5,33.5,,,,,0.0,,
2020-10-09,,,1.0,0.0,,,,,0.0,,
2020-10-10,,,29.0,13.5,,,,,0.0,,
2020-10-11,,,47.5,25.5,,,,,0.0,,
2020-10-12,,,2.5,1.0,,,,,0.0,,
2020-10-13,,,52.0,37.0,,,,,0.0,,
2020-10-14,,,0.0,0.0,,,,,0.0,,
2020-10-15,,,1.0,0.0,,,,,0.0,,
2020-10-16,,,24.0,,,,,,,,
2020-10-17,,,0.0,,,,,,,,
2020-10-18,,,13.0,,,,,,,,
2020-10-19,,,0.0,,,,,,,,
2020-10-20,,,0.0,,,,,,,,
2020-10-21,0.0,,0.0,,,,0.0,,,0.5,
2020-10-22,74.0,,6.0,,,,2.0,,,27.5,
2020-10-23,0.0,0.5,0.0,,,,1.5,,,4.0,
2020-10-24,20.5,42.5,5.0,,,,24.5,,,0.0,
2020-10-25,2.0,42.5,6.5,,,,25.0,,,21.0,
2020-10-26,22.0,22.5,19.5,,,,15.0,,,27.0,
2020-10-27,0.0,0.0,0.5,,,,0.0,,,0.0,
2020-10-28,0.0,0.0,0.0,,,,0.0,,,0.5,
2020-10-29,3.0,5.0,9.0,,,,17.5,0.0,,0.5,
2020-10-30,0.0,0.0,0.0,,,,0.0,0.0,,0.0,
2020-10-31,0.5,0.0,9.5,,,,0.0,1.0,,1.5,
2020-11-01,11.0,30.0,2.0,,,,15.5,30.5,,22.5,
2020-11-02,3.0,0.0,0.5,,,,5.5,0.5,,4.0,
2020-11-03,11.0,28.5,22.5,,,,49.0,19.0,,26.0,
2020-11-04,13.5,29.0,0.5,,,,49.0,0.0,,0.0,
2020-11-05,0.0,0.0,4.0,,,,5.0,0.0,,0.0,
2020-11-06,49.0,44.5,1.5,,,,8.0,39.0,,1.0,
2020-11-07,20.0,41.0,21.0,,,,,29.5,,19.5,
2020-11-08,0.5,3.5,9.5,,,,0.0,0.0,,0.0,
2020-11-09,9.5,10.0,0.5,,,,0.0,1.5,,0.5,
2020-11-10,0.0,10.0,0.0,,,,0.0,0.0,,0.5,
2020-11-11,0.0,0.5,0.0,,,,1.0,0.0,,0.0,
2020-11-12,0.5,1.5,0.0,,0.0,,2.5,22.5,,39.0,
2020-11-13,0.5,10.0,20.5,,0.0,,71.0,0.5,,10.0,
2020-11-14,1.5,2.0,0.0,,0.0,,0.5,0.0,,0.0,
2020-11-15,1.5,0.0,8.5,,0.0,,3.0,0.0,,0.0,
2020-11-16,0.0,0.0,2.0,,0.0,,3.0,2.0,,0.0,
2020-11-17,9.5,17.5,0.0,,0.0,,0.0,9.5,,10.0,
2020-11-18,6.5,17.5,23.0,,0.0,,9.5,16.0,,3.0,
2020-11-19,6.5,0.5,6.5,,0.0,,16.0,0.5,,15.5,
2020-11-20,14.5,4.5,2.0,,0.0,,4.0,0.0,,0.0,
2020-11-21,87.5,73.0,49.0,,0.0,,64.0,98.0,,89.5,
2020-11-22,87.5,17.5,1.0,,0.0,,5.5,12.5,,89.5,
2020-11-23,0.0,10.5,26.5,,,,2.0,5.5,,15.5,
2020-11-24,3.0,0.5,0.0,,,,2.0,0.5,,15.5,
2020-11-25,0.0,0.5,0.0,,,,2.5,0.0,,0.0,
2020-11-26,1.5,1.5,0.5,,,,1.5,0.5,,1.0,
2020-11-27,13.5,10.5,6.5,,,,2.0,10.0,,7.5,
2020-11-28,18.5,15.5,40.5,,,,7.0,0.5,,5.5,
2020-11-29,0.0,0.0,0.0,,,,0.5,0.0,,0.0,
2020-11-30,11.0,1.0,4.5,,,,0.0,0.0,,1.0,
2020-12-01,24.5,19.0,7.5,,,,4.5,18.5,,12.0,
2020-12-02,24.5,,0.0,,,,1.5,5.0,,1.0,
2020-12-03,1.5,0.0,0.0,,,,1.0,0.5,,1.0,
2020-12-04,0.0,0.0,0.0,,,,0.0,0.0,,0.5,
2020-12-05,0.0,0.0,0.0,,,,0.0,0.0,,0.0,
2020-12-06,0.0,0.0,0.0,,,,0.0,0.0,,0.0,
2020-12-07,0.0,0.0,0.0,,,,0.0,0.0,,0.0,
2020-12-08,0.0,0.0,,,,,0.0,,,0.0,
2020-12-09,0.0,0.0,0.0,,,,0.0,0.0,,0.0,
2020-12-10,0.0,0.0,0.0,,,,0.0,0.0,,0.0,
2020-12-11,0.0,0.0,0.0,,,,0.0,0.0,,0.0,
2020-12-12,7.5,10.5,2.5,,,,3.0,1.5,,0.0,
2020-12-13,11.5,9.5,9.0,,0.0,,1.0,10.5,,9.0,
2020-12-14,0.0,1.0,9.0,,,,7.0,10.5,,9.0,
2020-12-15,0.0,0.0,3.0,,,,9.5,5.5,,0.0,
2020-12-16,0.0,1.0,1.0,,,,1.0,5.5,,2.0,
2020-12-17,27.5,29.5,19.5,,,,18.0,35.0,,37.0,
2020-12-18,12.0,30.5,30.0,,,,32.5,35.0,,11.5,
2020-12-19,2.0,1.0,30.5,,,,5.5,12.5,,3.0,
2020-12-20,4.5,8.0,1.5,,,,4.5,6.0,,4.5,
2020-12-21,0.0,0.0,1.5,,,,1.5,6.0,,4.5,
2020-12-22,0.0,0.0,0.0,,,,0.0,0.0,,0.0,
2020-12-23,0.0,0.0,0.0,,,,0.0,0.5,,0.0,
2020-12-24,25.0,12.5,0.0,,,,2.0,1.5,,10.5,
2020-12-25,0.5,0.0,0.0,,,,2.0,1.5,,0.5,
2020-12-26,57.0,36.5,21.0,,,,102.0,24.0,,20.5,
2020-12-27,0.0,0.0,21.0,,,,1.0,25.0,,0.5,
2020-12-28,0.0,0.0,0.5,,,,0.0,0.0,,0.0,
2020-12-29,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,
2020-12-30,0.0,0.0,0.0,,,,0.0,0.0,,0.0,
2020-12-31,0.0,0.0,0.0,,,,0.0,0.0,,0.0,
2021-01-01,0.0,0.0,0.0,,,,0.0,0.0,,0.0,
2021-01-02,0.0,0.0,0.0,,,,0.0,1.0,,0.0,
2021-01-03,1.0,0.0,0.0,,,,1.0,2.0,,1.0,
2021-01-04,13.0,10.0,4.5,,,,9.0,22.0,,20.5,
2021-01-05,15.5,19.0,9.5,,,,26.0,31.5,,23.5,
2021-01-06,16.5,20.5,12.5,,,,22.0,47.0,,29.5,
2021-01-07,0.5,1.0,9.0,,,,22.0,35.0,,2.5,
2021-01-08,0.5,0.0,0.5,,,,0.0,2.0,,0.0,
2021-01-09,0.0,0.0,0.0,,,,0.0,0.0,,0.0,
2021-01-10,1.0,0.0,0.0,,,,0.0,0.0,,0.0,
2021-01-11,0.0,0.0,0.0,,,,0.0,0.0,,0.0,
2021-01-12,0.0,0.0,0.0,,,,0.0,0.0,,0.0,
2021-01-13,0.0,0.0,0.0,,,,0.0,0.0,,0.0,
2021-01-14,0.0,0.0,0.0,,,,0.0,0.0,,0.0,
2021-01-15,0.0,0.0,0.0,,,,0.0,0.0,,0.0,
2021-01-16,0.0,0.0,5.0,,,,16.0,16.5,,9.0,
2021-01-17,0.0,0.0,5.0,,,,0.0,16.5,,0.0,
2021-01-18,0.0,0.0,0.0,,,,0.0,0.0,,0.0,
2021-01-19,0.0,0.0,0.0,,,,0.0,0.0,,0.0,
2021-01-20,0.0,0.0,0.0,,,,0.0,0.0,,0.0,
2021-01-21,0.0,0.0,0.0,,,,0.0,0.0,,0.0,
2021-01-22,0.0,0.0,0.0,,,,5.5,0.0,,0.0,
2021-01-23,0.0,0.0,0.0,,,,0.0,0.0,,0.0,
2021-01-24,0.5,0.5,,,,,0.5,0.0,,0.5,
2021-01-25,0.0,0.0,,,,,0.0,4.0,,0.5,
2021-01-26,0.0,0.0,,,,,0.0,4.0,,0.0,
2021-01-27,0.0,0.5,,,,,1.0,0.0,,0.0,
2021-01-28,0.0,0.0,,,,,0.0,0.0,,0.0,
2021-01-29,0.0,0.0,,,,,0.0,0.0,,0.0,
2021-01-30,0.0,0.0,,,,,0.0,0.0,,0.0,
2021-01-31,0.0,0.0,,,,,0.0,0.0,,0.0,
2021-02-01,0.0,0.0,,,,,0.0,0.0,,0.0,
2021-02-02,0.0,0.0,,,,,0.0,0.0,,0.0,
2021-02-03,0.0,,,,,,0.0,0.0,,0.0,
2021-02-04,0.0,,,,,,0.0,0.0,,0.0,
2021-02-05,0.0,0.0,,,,,0.0,0.0,,0.0,
2021-02-06,0.0,0.0,,,,,0.0,0.0,,0.0,
2021-02-07,0.0,0.0,,,,,0.0,0.0,,0.0,
2021-02-08,0.0,0.0,,,,,0.0,0.0,,0.0,
2021-02-09,0.0,0.0,,,,,0.0,0.0,,0.0,
2021-02-10,0.0,0.0,,,,,0.5,0.0,,0.0,
2021-02-11,0.0,0.0,,,,,0.0,0.0,,0.0,
2021-02-12,0.0,0.0,,,,,0.0,0.0,,0.0,
2021-02-13,0.0,0.0,,,,,0.0,0.0,,0.0,
2021-02-14,0.0,0.0,,,,,0.0,0.0,,0.0,
2021-02-15,0.0,0.0,,,,,0.0,0.0,,0.0,
2021-02-16,0.0,0.0,,,,,0.0,0.0,,0.0,
2021-02-17,0.0,0.0,,,,,0.0,0.0,,0.0,
2021-02-18,0.0,0.0,,,,,0.0,0.0,,0.0,
2021-02-19,0.0,0.0,,,,,0.0,0.0,,0.0,
2021-02-20,0.0,0.0,,,,,0.0,0.0,,0.0,
2021-02-21,0.0,0.0,,,,,0.0,0.0,,0.0,
2021-02-22,0.0,0.0,,,,,0.0,0.0,,0.0,
2021-02-23,0.0,,,,,,,,,,
2021-02-24,,,,,,,,,,,
2021-02-25,0.0,0.0,,,,,0.0,0.0,,0.0,
2021-02-26,0.0,0.0,,,,,0.0,0.0,,0.0,
2021-02-27,0.0,0.0,,,,,0.0,0.0,,0.0,
2021-02-28,0.0,0.0,,,,,0.0,4.0,,0.0,
2021-03-01,0.0,0.0,,,,,1.5,0.0,,0.0,
2021-03-02,0.0,0.0,,,,,0.0,0.0,,0.0,
2021-03-03,0.0,0.0,,,,,0.0,0.0,,5.0,
2021-03-04,0.0,0.0,,,,,0.0,0.0,,0.0,
2021-03-05,0.0,0.0,,,,,0.0,0.0,,0.0,
2021-03-06,17.5,22.5,,,,,9.0,50.5,,5.0,
2021-03-07,0.0,0.5,,,,,0.0,50.5,,0.0,
2021-03-08,0.0,0.0,,,,,0.0,0.5,,0.0,
2021-03-09,0.0,0.0,,,,,0.0,0.0,,0.0,
2021-03-10,0.0,0.0,,,,,0.0,0.0,,0.0,
2021-03-11,0.0,0.0,,,,,0.0,0.0,,0.0,
2021-03-12,0.0,,,,,,,0.0,,0.0,
2021-03-13,,,,,,,,,,,
2021-03-14,0.0,,,,,,,0.0,,0.0,
2021-03-15,0.0,0.0,,,,,0.0,0.0,,0.0,
2021-03-16,0.0,0.0,,,,,,0.0,,0.0,
2021-03-17,1.0,1.0,,,,,0.0,0.0,,0.0,
2021-03-18,1.0,0.0,,,,,0.0,0.0,,0.0,
2021-03-19,0.0,0.0,,,,,0.0,0.0,,0.0,
2021-03-20,0.0,0.0,,,,,0.0,0.0,,0.0,
2021-03-21,0.0,0.0,,,,,0.0,0.0,,0.0,
2021-03-22,0.0,0.0,,,,,0.0,0.0,,0.0,
2021-03-23,3.0,0.0,,,,,3.5,0.5,,0.0,
2021-03-24,10.5,0.5,,,,,10.5,3.0,,6.0,
2021-03-25,0.5,4.0,0.0,2.5,,,0.0,3.0,,0.0,
2021-03-26,16.5,4.0,6.0,5.5,,,6.0,3.0,,,
2021-03-27,0.5,0.0,6.0,5.5,,,0.0,3.0,,,
2021-03-28,13.0,15.0,1.0,23.0,,,11.0,7.5,,,
2021-03-29,0.5,11.5,4.5,23.5,,,11.0,8.0,,,
2021-03-30,0.0,0.0,18.0,0.5,,,,0.5,,,
2021-03-31,1.0,0.0,0.0,0.0,,,,0.0,,,
2021-04-01,0.0,0.0,0.0,0.0,,,,6.0,,,
2021-04-02,1.5,3.0,3.0,1.0,,,,6.0,,,
2021-04-03,14.5,16.5,3.0,19.0,,,,5.0,,,
2021-04-04,14.5,0.5,1.5,19.0,,,,5.0,,,
2021-04-05,0.0,0.0,14.5,2.0,,,,2.5,,,
2021-04-06,1.5,25.5,48.5,25.5,,,,3.5,,,
2021-04-07,11.0,27.5,48.5,25.5,,,,3.5,,,
2021-04-08,0.5,0.5,0.5,0.0,,,,0.0,,,
2021-04-09,0.0,0.5,0.5,1.5,,,,2.5,,,
2021-04-10,0.0,0.0,1.5,0.0,,,,2.5,,,
2021-04-11,2.5,0.0,30.5,0.5,,,,0.0,,,
2021-04-12,16.0,2.0,30.5,0.5,,,,2.0,,,
2021-04-13,3.5,15.0,2.0,9.5,,,,2.0,,,
2021-04-14,109.0,24.0,7.5,21.5,,,,8.5,,,
2021-04-15,25.5,13.5,8.0,7.0,,,,8.5,,,
2021-04-16,0.0,0.0,0.0,0.0,,,,0.0,,,
2021-04-17,0.0,0.0,,,,,,,,,
2021-04-18,0.0,0.0,0.0,0.0,,,,0.5,,,
2021-04-19,4.0,6.0,0.5,0.5,,,,1.5,,,
2021-04-20,0.5,0.5,0.5,0.5,,,,1.5,,,
2021-04-21,0.0,0.0,0.0,0.0,,,,0.0,,,
2021-04-22,14.0,4.0,8.0,20.5,,,,37.5,,,
2021-04-23,15.5,13.0,33.5,20.5,,,,37.5,,,
2021-04-24,2.5,7.0,3.0,2.5,,,,1.0,,,
2021-04-25,4.5,2.0,4.5,3.0,,,,1.0,,,
2021-04-26,0.0,3.0,4.5,3.0,,,,3.5,,,
2021-04-27,0.0,17.5,0.0,0.0,,,,3.5,,,
2021-04-28,0.0,24.5,0.5,1.0,,,,2.5,,,
2021-04-29,91.5,116.0,0.0,48.0,,,1.0,0.0,,31.5,
2021-04-30,27.0,0.0,,,,,0.5,,,0.0,
2021-05-01,0.0,0.0,,,,,0.0,,,0.0,
2021-05-02,6.5,21.5,15.5,14.5,,,14.5,1.5,,11.5,
2021-05-03,0.5,0.0,7.0,0.0,,,10.0,0.0,,5.5,
2021-05-04,0.0,1.0,7.0,0.0,,,0.5,4.0,,0.5,
2021-05-05,3.0,1.5,7.0,1.0,,,6.0,4.0,,12.5,
2021-05-06,3.5,0.0,7.0,6.0,,,22.5,4.5,,32.5,
2021-05-07,,,,,,,,,,,
2021-05-08,,,,,,,,,,,
2021-05-09,0.0,0.0,0.0,0.0,,,0.0,2.5,,0.0,
2021-05-10,0.5,4.0,35.0,0.0,,,9.0,2.5,,0.5,
2021-05-11,3.5,11.5,36.0,2.0,,,12.0,2.5,,0.0,
2021-05-12,2.5,11.5,9.0,2.0,,,38.5,13.0,,15.5,
2021-05-13,1.5,0.0,9.0,15.5,,,43.0,13.0,,1.0,
2021-05-14,0.5,2.0,5.5,15.5,,,2.0,0.0,,3.0,
2021-05-15,0.0,3.5,7.0,1.5,,,79.0,5.0,,1.0,
2021-05-16,0.0,,,,,,0.0,,,0.0,
2021-05-17,0.0,10.0,0.0,0.5,,,37.0,5.5,,0.0,
2021-05-18,0.0,0.0,0.0,0.5,,,5.0,5.5,,0.0,
2021-05-19,30.5,9.5,6.0,10.0,,,18.5,9.5,,25.5,
2021-05-20,0.0,0.0,6.0,10.0,,,0.0,9.5,,0.0,
2021-05-21,17.5,10.5,4.5,5.5,,,31.0,9.5,,5.0,
2021-05-22,11.0,19.5,4.5,13.5,,,1.0,9.5,,6.5,
2021-05-23,0.0,0.0,0.0,13.5,,,0.5,5.5,,0.0,
2021-05-24,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,
2021-05-25,6.5,5.5,0.0,0.0,,,0.0,0.0,,0.0,
2021-05-26,2.5,0.5,0.0,1.0,,,0.0,4.5,,0.0,
2021-05-27,11.0,4.5,6.5,6.0,,,1.5,5.0,,0.0,
2021-05-28,6.5,7.0,0.0,8.5,,,0.0,0.0,,0.0,
2021-05-29,0.0,0.0,0.0,8.5,,,0.0,0.0,,0.0,
2021-05-30,12.0,20.0,0.0,0.0,,,1.5,2.5,,3.5,
2021-05-31,0.5,2.5,0.0,0.0,,,0.5,3.0,,0.0,
2021-06-01,49.5,19.0,0.0,0.0,,,34.5,80.0,,65.0,
2021-06-02,0.0,0.5,0.0,0.0,,,1.5,80.0,,0.0,
2021-06-03,0.5,7.0,1.0,0.0,,,5.5,2.0,,4.5,
2021-06-04,5.5,22.5,11.0,0.0,,,74.5,69.0,,71.0,
2021-06-05,2.5,22.5,11.0,0.0,,,74.5,69.0,,0.5,
2021-06-06,16.0,6.0,15.5,0.0,,,0.0,1.0,,0.5,
2021-06-07,0.0,0.0,15.5,0.0,,,0.0,0.5,,0.5,
2021-06-08,1.0,2.0,3.5,0.0,,,0.0,0.0,,0.0,
2021-06-09,0.0,0.5,4.0,0.0,,,0.0,2.0,,1.0,
2021-06-10,11.5,15.5,24.5,0.0,,,45.5,32.5,,29.5,
2021-06-11,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,
2021-06-12,0.0,0.0,0.0,0.0,,,0.0,0.5,,0.0,
2021-06-13,1.5,0.0,9.5,2.5,,,0.0,12.0,,22.5,
2021-06-14,0.0,1.5,9.5,2.5,,,1.0,12.0,,1.5,
2021-06-15,8.0,8.5,0.0,2.5,,,1.5,8.0,,4.5,
2021-06-16,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,
2021-06-17,4.5,5.5,4.0,3.0,,,5.0,25.5,,11.0,
2021-06-18,0.5,0.0,4.0,3.0,,,5.0,25.5,,0.0,
2021-06-19,2.0,2.5,3.0,2.5,,,6.5,3.0,,3.5,
2021-06-20,7.0,20.0,0.0,28.0,,,0.5,9.0,,1.0,
2021-06-21,0.5,5.0,3.5,28.0,0.0,,10.5,9.0,,5.0,
2021-06-22,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,
2021-06-23,0.0,0.0,3.0,0.0,,,4.5,0.0,,0.5,
2021-06-24,0.0,0.0,3.0,0.0,,,1.0,0.0,,11.5,
2021-06-25,1.0,6.0,2.0,6.5,,,20.0,8.0,,0.0,
2021-06-26,0.0,0.0,0.0,6.5,,,0.0,8.0,,0.0,
2021-06-27,0.0,0.0,0.5,0.0,,,0.0,1.5,,0.5,
2021-06-28,0.0,0.0,4.0,0.0,,,1.0,1.5,,0.0,
2021-06-29,0.0,0.0,1.5,0.0,,,0.5,1.5,,0.0,
2021-06-30,0.0,0.0,1.5,0.0,,,0.0,1.5,,0.0,
2021-07-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,
2021-07-02,0.0,0.0,0.0,0.0,,,2.5,0.0,,0.0,
2021-07-03,8.0,2.5,0.0,1.0,,,5.5,3.0,,6.0,
2021-07-04,0.5,2.5,0.0,1.0,,,0.0,3.0,,0.0,
2021-07-05,0.5,0.5,8.0,0.0,,,1.0,0.5,,0.0,
2021-07-06,25.5,55.0,32.0,25.5,,,12.0,12.5,,15.5,
2021-07-07,0.0,0.5,32.0,25.5,,,0.0,12.5,,0.0,
2021-07-08,0.0,0.0,0.0,0.0,,,9.5,0.0,,0.0,
2021-07-09,31.0,40.0,19.5,32.0,,,27.5,19.0,,35.5,
2021-07-10,2.5,2.5,22.0,32.5,,,8.5,19.0,,35.5,
2021-07-11,6.5,8.0,22.0,6.5,,,4.5,13.0,,3.0,
2021-07-12,0.0,0.5,0.0,0.0,0.0,,0.0,0.0,,0.0,
2021-07-13,7.5,2.5,1.0,4.5,,,3.0,39.5,,6.0,
2021-07-14,0.0,0.0,1.5,4.5,,,3.0,39.5,,0.5,
2021-07-15,1.0,4.5,0.0,2.0,,,0.0,0.0,,0.0,
2021-07-16,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,
2021-07-17,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,
2021-07-18,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,
2021-07-19,,,,,,,,,,,
2021-07-20,,,,,,,,,,,
2021-07-21,,,,,,,,,,,
2021-07-22,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,
2021-07-23,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,
2021-07-24,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,
2021-07-25,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,
2021-07-26,0.0,0.0,3.0,0.0,,,0.0,0.0,,0.0,
2021-07-27,0.0,0.0,3.0,0.0,,,0.0,0.0,,0.0,
2021-07-28,0.0,0.0,0.0,0.0,,,5.0,5.5,,0.5,
2021-07-29,2.5,3.5,19.0,1.5,,,0.0,5.5,,7.5,
2021-07-30,5.0,,,,,,0.5,,,0.0,
2021-07-31,34.5,67.5,10.0,26.5,,,24.5,67.5,,40.0,
2021-08-01,25.5,18.5,10.5,26.5,,,17.5,67.5,,4.5,
2021-08-02,8.0,20.0,12.0,14.5,,,17.5,2.5,,4.5,
2021-08-03,3.0,9.0,0.0,2.5,,,0.0,3.5,,9.5,
2021-08-04,0.5,0.0,0.0,0.5,,,5.5,2.5,,9.5,
2021-08-05,7.5,9.5,59.0,8.0,,,0.0,3.5,,9.5,
2021-08-06,0.0,0.0,59.0,8.0,,,0.0,3.5,,9.5,
2021-08-07,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,
2021-08-08,0.0,0.0,0.0,0.0,,,0.5,0.0,,0.5,
2021-08-09,0.0,0.0,10.5,0.0,0.0,,40.0,2.0,,6.5,
2021-08-10,7.5,0.5,10.5,0.0,,,40.0,2.0,,0.0,
2021-08-11,2.5,9.5,6.0,10.5,,,1.5,1.0,,0.5,
2021-08-12,0.5,13.5,22.5,10.5,,,1.5,17.0,,23.5,
2021-08-13,1.0,16.5,40.5,3.5,,,16.0,10.5,,1.5,
2021-08-14,1.5,21.5,41.0,3.5,,,9.0,10.5,,1.0,
2021-08-15,8.0,6.5,5.5,10.0,0.0,,32.5,47.5,,38.0,
2021-08-16,8.0,2.0,19.0,10.0,,,34.0,47.5,,10.5,
2021-08-17,1.5,1.5,19.0,1.0,,,34.0,0.0,,12.0,
2021-08-18,3.0,15.0,15.5,11.0,,,13.5,8.0,,20.5,
2021-08-19,0.5,0.5,15.5,11.0,,,42.5,14.5,,0.0,
2021-08-20,49.0,58.5,6.5,64.0,,,42.5,15.0,,65.5,
2021-08-21,49.0,0.0,0.0,0.0,0.0,,1.5,0.0,,0.5,
2021-08-22,13.0,4.5,2.5,11.5,,,2.0,4.5,,2.5,
2021-08-23,13.0,4.5,12.0,11.5,,,0.0,4.5,,3.5,
2021-08-24,28.5,,,,,,,,,,
2021-08-25,1.5,0.5,3.0,1.0,,,0.0,0.0,,0.0,
2021-08-26,1.5,0.0,7.5,1.0,,,0.5,1.5,,8.0,
2021-08-27,0.0,0.0,7.5,0.5,,,0.0,1.5,,0.0,
2021-08-28,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,
2021-08-29,2.5,3.5,1.0,3.0,,,2.0,1.0,,0.5,
2021-08-30,9.5,12.0,2.5,10.5,,,17.5,18.0,,7.0,
2021-08-31,1.0,0.5,24.0,12.0,,,1.5,21.0,,9.5,
2021-09-01,0.0,0.5,24.0,1.0,,,0.0,0.5,,0.0,
2021-09-02,6.5,22.5,6.5,19.0,,,0.0,0.5,,0.5,
2021-09-03,0.0,0.0,6.5,19.0,,,0.0,0.5,,0.5,
2021-09-04,0.0,0.0,0.0,0.5,,,0.0,0.0,,0.0,
2021-09-05,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,
2021-09-06,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,
2021-09-07,1.5,0.0,0.0,2.0,,,0.0,0.0,,0.0,
2021-09-08,22.0,4.0,21.0,18.0,,,8.5,2.0,,0.0,
2021-09-09,56.0,62.5,61.0,54.5,,,50.5,32.5,,24.5,
2021-09-10,0.5,1.0,61.5,55.0,,,2.0,32.5,,4.0,
2021-09-11,0.0,,24.0,0.5,,,0.0,3.0,,0.5,
2021-09-12,0.0,5.0,1.0,4.5,,,10.5,7.5,,0.5,
2021-09-13,20.5,23.5,32.5,15.0,,,24.0,33.5,,29.5,
2021-09-14,0.0,3.0,32.5,15.0,,,24.0,33.5,,18.5,
2021-09-15,0.0,3.0,1.5,0.0,,,0.0,0.0,,0.5,
2021-09-16,2.0,0.5,0.0,0.0,,,0.0,5.5,,0.5,
2021-09-17,3.0,8.0,0.0,3.0,,,0.0,5.5,,0.0,
2021-09-18,3.0,8.0,0.0,3.0,,,0.0,0.5,,0.5,
2021-09-19,,,,,,,,,,,
2021-09-20,16.0,,,,,,0.0,,,0.5,
2021-09-21,17.5,16.0,2.5,26.5,,,3.0,0.0,,0.0,
2021-09-22,0.0,0.0,2.5,26.5,,,0.0,0.0,,0.0,
2021-09-23,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,
2021-09-24,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,
2021-09-25,0.0,0.5,0.0,0.0,,,0.0,0.0,,0.0,
2021-09-26,29.0,45.0,1.5,30.0,,,25.5,4.0,,18.0,
2021-09-27,29.0,6.0,1.5,30.0,,,65.0,12.0,,6.0,
2021-09-28,16.0,6.5,63.5,21.5,,,65.5,12.0,,33.5,
2021-09-29,61.5,83.5,63.5,51.5,,,49.5,85.0,,76.5,
2021-09-30,0.5,0.5,11.0,53.5,,,4.0,86.0,,0.5,
2021-10-01,0.0,0.5,3.0,10.0,,,32.0,10.0,,2.0,
2021-10-02,0.0,0.0,3.0,0.0,,,0.0,4.5,,0.0,
2021-10-03,0.0,0.0,0.0,0.0,,,0.0,0.5,,0.0,
2021-10-04,8.5,2.5,0.0,0.0,,,0.0,0.0,,,
2021-10-05,1.0,0.0,24.0,0.5,,,42.0,0.0,,,
2021-10-06,18.0,23.5,24.0,15.0,,,35.5,28.5,,27.0,
2021-10-07,23.0,38.5,22.0,27.0,,,8.0,28.5,,19.0,1.5
2021-10-08,0.5,3.5,0.0,0.5,,,1.0,1.5,,0.5,
2021-10-09,0.0,0.0,0.0,0.5,,,0.0,1.5,,0.0,0.5
2021-10-10,0.0,0.0,0.0,0.0,,,0.0,0.5,,0.0,0.0
2021-10-11,0.0,,,,,,0.0,,,,
2021-10-12,0.0,,,,,,0.0,,,0.0,
2021-10-13,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
2021-10-14,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,
2021-10-15,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
2021-10-16,50.5,,0.0,9.5,,,0.5,1.5,0.5,1.5,0.0
2021-10-17,5.0,29.0,1.5,10.5,,,7.0,4.0,21.5,52.5,0.0
2021-10-18,5.0,0.0,1.5,10.5,,,0.0,0.0,21.5,0.0,0.0
2021-10-19,22.5,108.5,10.5,59.5,,,51.0,48.5,32.5,16.0,0.5
2021-10-20,0.0,7.5,45.0,59.5,,,27.0,0.0,32.5,8.5,0.0
2021-10-21,0.0,0.5,46.5,0.0,,,27.5,1.0,2.0,1.0,0.0
